,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_response_rate,host_acceptance_rate
2262,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2263,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,
2264,4.93,4.93,4.93,4.93,5.0,4.87,4.8,100.0,90.0
2265,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2266,,,,,,,,100.0,80.0
2267,,,,,,,,100.0,27.0
2268,4.64,4.71,4.29,4.71,4.93,4.86,4.57,,
2269,4.67,4.72,4.89,4.83,4.83,4.94,4.67,100.0,
2270,5.0,5.0,4.67,5.0,5.0,5.0,5.0,,
2271,4.5,4.5,5.0,4.88,4.88,4.5,4.38,91.0,84.0
2272,5.0,5.0,5.0,5.0,5.0,5.0,5.0,91.0,84.0
2273,,,,,,,,,
2274,4.5,4.5,4.75,5.0,5.0,5.0,4.5,91.0,84.0
2275,4.43,4.0,4.86,5.0,4.71,5.0,4.0,91.0,84.0
2276,4.43,4.71,4.86,5.0,5.0,4.43,3.71,91.0,84.0
2277,4.69,4.77,4.46,4.85,4.92,4.77,4.62,100.0,76.0
2278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,76.0
2279,4.44,4.83,4.33,4.67,4.61,4.61,4.67,13.0,9.0
2280,4.72,4.78,4.68,4.93,4.93,4.89,4.77,90.0,86.0
2281,4.83,5.0,4.7,5.0,4.9,4.9,4.8,,
2282,4.9,4.91,4.88,4.93,4.97,4.94,4.81,100.0,75.0
2283,,,,,,,,,
2284,4.0,4.4,3.2,4.0,4.0,5.0,4.4,,
2285,5.0,5.0,5.0,5.0,5.0,5.0,4.75,91.0,84.0
2286,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2287,4.5,4.71,4.33,4.92,4.88,4.21,4.25,50.0,83.0
2288,4.89,4.96,4.96,5.0,4.93,4.89,4.91,,
2289,4.74,4.73,4.87,4.87,4.87,4.27,4.62,100.0,83.0
2290,4.7,4.86,4.82,4.85,4.96,4.06,4.72,,
2291,4.57,4.69,4.65,4.86,4.86,4.92,4.5,100.0,85.0
2292,4.82,4.9,4.85,4.92,4.98,4.88,4.88,100.0,100.0
2293,4.69,4.92,4.38,4.92,4.92,4.77,4.77,,
2294,4.73,4.9,4.27,5.0,4.82,4.3,4.7,,
2295,,,,,,,,,
2296,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2297,4.98,4.98,5.0,5.0,5.0,5.0,4.77,80.0,41.0
2298,4.51,4.75,4.77,4.89,4.87,4.1,4.67,80.0,0.0
2299,4.0,4.5,4.0,5.0,5.0,4.0,4.0,,
2300,4.33,4.42,3.83,4.75,4.67,4.5,4.25,60.0,82.0
2301,4.63,4.63,4.75,4.63,4.75,4.5,4.38,,
2302,4.43,4.48,4.33,4.95,4.86,4.71,4.33,100.0,88.0
2303,4.67,4.67,4.33,4.83,5.0,3.67,4.17,,
2304,5.0,5.0,4.67,5.0,5.0,4.83,4.83,,
2305,4.81,4.81,4.59,4.95,4.92,4.92,4.65,100.0,50.0
2306,4.64,4.8,4.56,4.84,4.9,4.51,4.54,90.0,46.0
2307,4.61,4.79,4.28,4.58,4.61,4.77,4.61,,
2308,4.73,4.88,4.91,4.89,4.87,4.93,4.69,100.0,97.0
2309,4.7,4.71,4.67,4.81,4.72,4.49,4.69,,
2310,4.81,4.78,4.74,4.91,4.79,5.0,4.76,70.0,68.0
2311,4.71,4.86,4.71,4.86,5.0,4.86,4.71,,
2312,4.85,4.89,4.83,4.93,4.97,4.71,4.74,100.0,100.0
2313,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2314,0.0,,,,,,,,
2315,4.17,4.67,3.83,5.0,5.0,4.17,4.0,,
2316,5.0,5.0,5.0,2.0,5.0,5.0,5.0,,
2317,4.5,5.0,4.0,4.5,5.0,4.0,5.0,50.0,0.0
2318,4.6,4.64,4.57,4.9,4.91,4.63,4.55,100.0,97.0
2319,,,,,,,,,
2320,4.67,4.83,4.5,4.91,5.0,4.73,4.36,40.0,48.0
2321,4.76,4.92,4.89,4.84,4.82,4.79,4.8,100.0,79.0
2322,4.86,4.96,4.91,4.91,4.86,4.78,4.77,100.0,79.0
2323,4.7,4.83,4.22,4.87,4.83,4.7,4.65,100.0,67.0
2324,3.8,4.4,4.2,4.6,4.8,4.2,4.0,,
2325,4.6,4.8,4.8,4.6,4.8,4.8,4.2,90.0,99.0
2326,4.5,4.5,4.5,5.0,5.0,4.75,4.5,,
2327,4.91,4.88,4.97,4.97,4.97,4.82,4.7,100.0,82.0
2328,,,,,,,,98.0,55.0
2329,4.65,4.54,4.42,4.69,4.73,4.27,4.38,50.0,83.0
2330,4.78,4.78,4.69,4.89,4.89,4.28,4.72,100.0,87.0
2331,,,,,,,,,
2332,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,71.0
2334,5.0,5.0,4.5,5.0,5.0,4.0,4.5,,
2335,,,,,,,,,
2336,4.8,4.8,4.73,4.93,4.88,4.78,4.76,100.0,0.0
2337,0.0,,,,,,,,
2338,4.86,4.95,4.83,4.96,4.94,4.69,4.81,100.0,68.0
2339,,,,,,,,98.0,55.0
2340,4.58,4.65,4.39,4.89,4.95,4.79,4.68,,
2341,4.67,5.0,5.0,5.0,5.0,4.83,4.67,,
2342,4.83,4.87,4.91,5.0,4.91,4.65,4.74,,
2343,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2344,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2345,4.95,4.97,4.95,4.98,4.99,4.72,4.9,100.0,99.0
2346,5.0,4.88,5.0,5.0,5.0,5.0,4.75,,
2347,5.0,4.33,5.0,5.0,5.0,5.0,4.67,,
2348,4.22,4.46,4.28,4.73,4.45,4.47,4.37,90.0,100.0
2349,4.91,5.0,4.91,4.94,4.96,4.81,4.74,100.0,67.0
2350,4.71,4.91,4.63,4.89,4.97,4.94,4.56,,100.0
2351,4.92,4.82,4.82,5.0,5.0,4.91,4.82,,
2352,4.57,4.86,4.57,4.86,4.86,4.86,4.57,91.0,84.0
2353,4.84,4.92,4.92,4.96,4.95,4.94,4.83,,
2354,4.64,4.76,4.73,4.88,4.76,4.24,4.48,100.0,0.0
2355,4.83,4.8,4.91,4.96,5.0,4.87,4.85,100.0,50.0
2356,4.5,4.25,5.0,5.0,5.0,5.0,4.5,50.0,29.0
2357,4.0,4.0,4.0,5.0,5.0,4.0,3.0,,
2358,4.8,4.7,4.5,5.0,4.9,4.6,4.6,40.0,0.0
2359,,,,,,,,,
2360,4.69,4.58,4.83,5.0,4.83,4.75,4.83,,
2361,5.0,5.0,5.0,5.0,5.0,5.0,4.71,,
2362,4.79,4.61,4.66,4.86,4.86,4.9,4.83,29.0,33.0
2363,4.67,5.0,3.0,5.0,5.0,4.5,5.0,,
2364,4.81,4.91,4.7,4.93,4.96,4.97,4.7,100.0,46.0
2365,,,,,,,,,
2366,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2367,4.5,4.5,3.5,5.0,5.0,4.5,5.0,75.0,83.0
2368,4.63,4.82,4.58,4.93,4.96,4.54,4.69,100.0,100.0
2369,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0
2370,4.79,4.83,4.73,4.95,4.96,4.96,4.59,100.0,90.0
2371,4.7,4.7,4.73,4.73,4.97,4.91,4.58,91.0,11.0
2372,4.95,4.98,4.91,4.92,4.96,4.93,4.87,100.0,93.0
2373,,,,,,,,0.0,0.0
2374,,,,,,,,50.0,
2375,4.82,4.82,4.68,4.89,4.93,4.93,4.68,100.0,100.0
2376,,,,,,,,100.0,38.0
2377,4.0,4.0,3.0,5.0,5.0,3.0,4.0,,
2378,4.5,4.5,4.5,5.0,5.0,5.0,5.0,,
2379,5.0,5.0,5.0,5.0,5.0,4.56,4.89,100.0,38.0
2380,5.0,5.0,4.67,5.0,5.0,5.0,5.0,,100.0
2381,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2382,0.0,,,,,,,,
2383,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,
2384,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2385,4.66,4.76,4.82,4.87,4.8,4.34,4.77,100.0,100.0
2386,,,,,,,,,
2387,4.56,4.66,4.62,4.7,4.71,4.01,4.54,,
2388,4.4,4.8,5.0,5.0,5.0,5.0,4.0,91.0,84.0
2389,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2390,4.75,4.85,4.45,4.9,4.95,4.6,4.65,100.0,94.0
2391,4.75,5.0,5.0,5.0,4.75,5.0,5.0,90.0,99.0
2392,4.87,4.97,4.93,4.9,4.93,4.83,4.83,,
2393,4.81,4.88,4.94,4.81,4.75,4.88,4.63,,
2394,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2395,4.46,4.63,3.75,4.85,4.92,4.92,4.52,,
2396,4.9,4.95,4.95,4.95,4.96,4.87,4.8,100.0,0.0
2397,4.16,4.48,3.72,4.75,4.69,4.91,4.41,,
2398,4.58,4.86,4.64,4.73,4.72,4.36,4.68,100.0,92.0
2399,5.0,5.0,5.0,5.0,5.0,5.0,4.0,90.0,95.0
2400,4.77,4.86,4.69,4.81,4.86,4.35,4.75,100.0,74.0
2401,,,,,,,,,
2402,,,,,,,,,
2403,4.75,4.75,4.25,5.0,5.0,5.0,5.0,,
2404,4.57,4.81,4.56,4.86,4.66,4.69,4.52,90.0,95.0
2405,4.89,4.89,5.0,4.89,5.0,5.0,4.67,55.0,31.0
2406,4.67,4.67,4.67,5.0,5.0,4.67,4.5,91.0,84.0
2407,4.84,4.87,4.86,4.94,4.94,4.57,4.79,100.0,100.0
2408,4.77,4.85,4.73,5.0,4.92,5.0,4.69,55.0,31.0
2409,,,,,,,,,
2410,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,
2411,4.86,4.71,4.86,5.0,5.0,5.0,4.83,100.0,50.0
2412,4.82,4.89,4.9,4.74,4.8,4.76,4.8,,100.0
2413,4.83,5.0,4.83,5.0,5.0,5.0,4.33,91.0,84.0
2414,4.55,4.58,4.28,4.63,4.65,4.6,4.63,96.0,93.0
2415,4.88,4.9,4.82,4.93,4.94,4.81,4.7,,
2416,4.58,4.88,4.42,4.92,5.0,4.46,4.63,,
2417,3.8,4.0,4.6,4.4,4.8,4.6,4.2,,
2418,4.67,4.91,4.71,4.82,4.86,4.08,4.74,100.0,86.0
2419,4.91,4.97,4.95,4.94,4.95,4.84,4.89,100.0,95.0
2420,4.83,4.89,4.68,4.92,4.89,4.75,4.81,96.0,93.0
2421,4.98,4.96,4.99,4.98,4.98,4.86,4.96,,100.0
2422,4.4,4.52,4.36,4.72,4.79,4.4,4.48,99.0,77.0
2423,4.6,4.77,4.37,4.86,4.82,4.91,4.59,,
2424,4.36,4.54,4.49,4.53,4.62,4.49,4.45,100.0,94.0
2425,0.0,,,,,,,,
2426,5.0,4.5,5.0,5.0,5.0,5.0,5.0,,
2427,4.88,4.97,4.82,4.94,5.0,4.61,4.7,,
2428,4.88,4.93,4.85,4.98,4.96,4.9,4.87,,
2429,5.0,5.0,4.56,5.0,5.0,4.44,4.78,,
2430,,,,,,,,,
2431,4.27,4.4,4.4,4.47,4.33,4.13,4.27,100.0,25.0
2432,4.11,4.67,3.78,4.44,4.67,5.0,4.0,,
2433,4.3,4.23,4.54,4.79,4.78,4.82,4.35,30.0,50.0
2434,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,
2435,4.78,4.67,4.44,4.67,4.89,4.44,4.78,,
2436,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2437,4.4,4.6,4.6,4.6,5.0,4.2,4.6,,
2438,4.84,4.82,4.85,4.88,4.93,4.92,4.85,95.0,67.0
2439,4.88,4.93,4.87,5.0,5.0,4.67,4.67,0.0,
2440,4.9,4.9,4.9,5.0,5.0,4.4,4.8,,
2441,4.78,4.89,4.67,4.78,4.89,4.67,4.78,,
2442,4.75,4.84,4.51,4.78,4.86,4.93,4.63,100.0,99.0
2443,4.67,4.33,4.33,5.0,5.0,5.0,4.67,,
2444,4.97,4.94,4.9,5.0,4.97,4.97,4.81,,
2445,4.84,4.49,4.64,4.93,4.96,4.93,4.77,0.0,
2446,4.74,4.87,4.82,4.87,4.89,4.79,4.71,,0.0
2447,4.74,4.7,4.56,4.86,4.93,4.46,4.67,100.0,0.0
2448,4.5,4.64,4.43,4.64,4.86,4.79,4.57,,100.0
2449,4.75,4.81,4.68,4.95,4.87,4.79,4.74,,
2450,5.0,5.0,5.0,5.0,5.0,5.0,4.8,,
2451,4.51,4.47,4.43,4.8,4.83,4.29,4.57,100.0,0.0
2452,5.0,4.88,4.75,5.0,5.0,5.0,5.0,,
2453,4.8,4.6,5.0,4.8,4.8,5.0,4.8,100.0,27.0
2454,4.8,4.86,4.69,4.93,4.94,4.97,4.76,100.0,100.0
2455,4.67,5.0,4.67,5.0,5.0,5.0,4.67,,
2456,,,,,,,,,
2457,4.82,4.65,4.59,5.0,4.88,4.88,4.81,100.0,31.0
2458,4.67,5.0,4.33,4.92,4.92,5.0,4.67,,
2459,4.76,4.85,4.46,4.91,4.91,4.97,4.78,94.0,100.0
2460,4.82,4.88,4.73,4.98,4.98,4.98,4.86,100.0,83.0
2461,4.5,4.5,4.0,4.5,5.0,4.5,4.0,,
2462,5.0,5.0,5.0,4.67,4.33,4.67,4.33,100.0,100.0
2463,5.0,5.0,5.0,5.0,4.75,4.92,4.83,,
2464,4.5,4.5,4.0,5.0,5.0,4.5,4.5,,
2465,4.5,4.5,4.5,4.5,4.5,4.5,4.5,90.0,93.0
2466,4.79,4.85,4.72,4.88,4.9,4.69,4.79,100.0,0.0
2467,4.45,4.55,3.91,5.0,5.0,4.82,4.64,,
2468,4.25,5.0,4.75,4.75,5.0,4.75,4.0,91.0,84.0
2469,4.8,4.76,4.88,4.97,4.97,4.74,4.77,100.0,0.0
2470,4.9,5.0,5.0,4.9,5.0,5.0,4.9,,
2471,4.88,4.88,4.75,5.0,4.88,5.0,4.63,91.0,84.0
2472,4.8,4.89,4.85,4.9,4.95,4.64,4.81,100.0,100.0
2473,5.0,5.0,5.0,5.0,5.0,5.0,4.0,91.0,84.0
2474,4.71,4.86,5.0,4.5,4.57,4.83,4.5,90.0,99.0
2475,4.75,4.91,4.73,4.9,4.9,4.42,4.77,100.0,94.0
2476,4.92,4.77,4.92,4.92,4.92,5.0,4.92,100.0,94.0
2477,4.9,4.9,5.0,4.9,5.0,4.6,4.9,100.0,100.0
2478,4.33,4.67,3.83,4.67,5.0,5.0,4.5,,
2479,4.92,4.92,4.81,4.92,4.96,4.88,4.76,86.0,54.0
2480,4.91,4.81,4.88,4.91,4.97,5.0,4.81,100.0,48.0
2481,4.88,5.0,4.5,4.63,4.88,5.0,4.75,,
2482,4.56,4.8,4.5,4.73,4.81,4.67,4.87,,
2483,4.8,4.88,4.6,4.96,5.0,4.56,4.8,50.0,67.0
2484,5.0,5.0,4.0,5.0,5.0,4.5,5.0,,
2485,4.93,4.93,4.86,5.0,5.0,4.93,5.0,,
2486,4.0,5.0,5.0,4.0,4.0,4.0,4.0,,
2487,4.75,4.75,4.75,4.75,5.0,4.0,4.5,100.0,33.0
2488,3.5,4.0,3.5,3.0,4.5,4.5,3.5,,
2489,5.0,4.75,5.0,5.0,5.0,5.0,5.0,,
2490,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,94.0
2491,4.59,4.82,4.35,4.88,5.0,5.0,4.65,0.0,31.0
2492,4.35,4.5,4.05,4.5,4.5,4.65,4.1,100.0,94.0
2493,5.0,5.0,4.67,5.0,4.67,5.0,4.67,,
2494,3.0,3.0,1.0,3.0,5.0,4.0,3.0,,
2495,,,,,,,,,
2496,4.86,5.0,5.0,5.0,4.71,4.57,4.29,90.0,99.0
2497,4.42,4.75,4.67,5.0,4.92,4.42,4.25,,
2498,5.0,5.0,5.0,5.0,4.83,5.0,4.92,,
2499,4.69,4.67,4.71,4.94,4.92,4.65,4.65,100.0,100.0
2500,4.63,4.63,4.56,5.0,4.69,4.81,4.31,91.0,84.0
2501,4.67,4.67,5.0,4.89,5.0,4.88,4.33,91.0,84.0
2502,4.3,4.5,4.3,4.5,4.9,3.8,4.6,,
2503,5.0,5.0,4.83,5.0,4.83,4.67,4.83,,
2504,4.75,5.0,5.0,4.75,5.0,4.5,4.5,,
2505,4.74,4.84,4.82,4.87,4.82,4.28,4.7,100.0,98.0
2506,4.95,4.99,4.79,4.93,4.99,4.87,4.82,100.0,92.0
2507,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2508,4.6,5.0,4.6,4.8,4.8,4.8,4.6,,
2509,4.75,5.0,5.0,4.5,5.0,4.5,5.0,100.0,
2510,4.85,4.93,4.85,4.84,4.95,4.92,4.78,,
2511,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
2512,4.56,4.72,4.4,4.72,4.68,4.5,4.69,88.0,100.0
2513,4.66,4.7,4.47,4.78,4.97,4.89,4.57,,
2514,4.0,5.0,5.0,4.0,5.0,5.0,5.0,100.0,50.0
2515,4.85,4.9,4.92,4.88,4.89,4.62,4.78,100.0,
2516,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2517,5.0,5.0,4.5,5.0,5.0,5.0,5.0,100.0,
2518,,,,,,,,,
2519,5.0,5.0,5.0,5.0,5.0,4.75,4.75,,
2520,0.0,,,,,,,,
2521,5.0,5.0,5.0,5.0,5.0,5.0,5.0,83.0,93.0
2522,4.31,4.69,4.06,4.81,4.81,4.19,4.25,100.0,83.0
2523,4.77,4.8,4.77,4.83,4.94,4.57,4.74,0.0,
2524,5.0,5.0,5.0,4.83,5.0,5.0,4.83,,
2525,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,
2526,4.0,4.5,3.17,4.5,4.5,4.83,3.83,,
2527,5.0,4.88,5.0,5.0,5.0,4.88,5.0,,
2528,5.0,4.67,5.0,5.0,5.0,5.0,4.67,,
2529,,,,,,,,,
2530,5.0,5.0,5.0,5.0,5.0,5.0,5.0,67.0,17.0
2531,4.8,5.0,4.1,4.9,5.0,4.8,4.8,,
2532,4.66,4.77,4.45,4.94,4.94,4.74,4.61,100.0,100.0
2533,,,,,,,,,
2534,4.83,4.83,4.86,4.89,4.96,4.81,4.74,,
2535,4.5,5.0,5.0,5.0,5.0,5.0,4.0,,
2536,4.75,5.0,4.75,4.88,5.0,4.75,4.63,100.0,67.0
2537,4.93,4.95,4.98,4.96,4.95,4.87,4.9,100.0,92.0
2538,0.0,,,,,,,,
2539,4.0,4.25,3.25,4.75,4.75,5.0,4.25,80.0,62.0
2540,4.0,5.0,3.0,5.0,5.0,3.0,4.0,20.0,0.0
2541,4.61,4.9,4.79,4.79,4.9,4.23,4.64,90.0,53.0
2542,4.83,4.92,5.0,5.0,5.0,4.92,4.92,,
2543,4.33,4.17,3.67,4.83,4.67,4.33,4.33,,
2544,4.97,4.94,4.88,4.94,5.0,4.67,4.73,100.0,79.0
2545,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
2546,,,,,,,,,
2547,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,
2548,4.68,4.86,4.45,4.91,4.95,4.68,4.41,,0.0
2549,4.69,4.79,4.6,4.83,4.78,4.92,4.67,100.0,86.0
2550,4.27,4.47,4.39,4.84,4.92,4.63,4.29,100.0,100.0
2551,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2552,4.82,4.94,4.82,4.76,5.0,4.59,4.71,100.0,50.0
2553,4.43,4.65,4.55,4.82,4.78,4.33,4.35,100.0,97.0
2554,4.77,4.85,4.37,5.0,4.94,5.0,4.83,100.0,68.0
2555,4.5,5.0,4.0,5.0,5.0,3.0,5.0,,
2556,4.63,4.8,4.83,4.93,4.78,4.73,4.83,80.0,50.0
2557,4.81,4.89,4.71,4.91,4.93,4.97,4.72,80.0,77.0
2558,4.55,4.72,4.42,4.9,4.93,4.6,4.45,79.0,72.0
2559,4.0,5.0,3.0,5.0,5.0,4.0,4.0,11.0,0.0
2560,4.79,4.91,4.87,4.92,4.95,4.22,4.78,100.0,92.0
2561,4.55,4.9,4.3,5.0,4.9,4.8,4.7,,
2562,4.88,4.85,4.82,4.96,4.98,4.68,4.85,100.0,94.0
2563,4.73,4.71,4.9,4.95,4.98,4.66,4.68,100.0,100.0
2564,4.41,4.56,4.62,4.47,4.47,4.42,4.42,100.0,81.0
2565,4.46,4.67,4.08,4.83,4.92,4.5,4.42,,
2566,4.95,4.94,4.94,4.97,4.98,4.97,4.89,100.0,33.0
2567,4.88,5.0,4.75,5.0,4.75,5.0,4.75,,
2568,5.0,4.83,5.0,5.0,5.0,4.83,5.0,100.0,91.0
2569,,,,,,,,,
2570,4.59,4.7,4.24,4.88,4.92,4.6,4.62,91.0,95.0
2571,4.8,4.88,4.78,4.83,4.92,4.95,4.76,,0.0
2572,4.67,4.67,4.33,4.67,5.0,4.67,4.67,,
2573,4.44,4.67,4.11,5.0,5.0,4.78,4.78,,
2574,,,,,,,,,
2575,4.5,4.75,4.75,5.0,5.0,5.0,4.5,100.0,71.0
2576,4.75,4.5,4.67,4.92,4.92,4.83,4.92,,
2577,,,,,,,,,
2578,4.17,4.67,4.0,4.5,4.83,4.17,4.0,,
2579,,,,,,,,,
2580,,,,,,,,,
2581,4.28,4.42,4.48,4.44,4.46,4.46,4.47,100.0,81.0
2582,4.5,5.0,4.5,5.0,5.0,4.5,4.0,,
2583,4.83,5.0,4.67,5.0,5.0,5.0,4.8,75.0,67.0
2584,4.5,5.0,4.5,5.0,5.0,5.0,5.0,,
2585,,,,,,,,,
2586,,,,,,,,,
2587,4.57,4.73,4.6,4.87,4.8,4.47,4.63,100.0,100.0
2588,4.69,4.92,4.85,5.0,4.92,4.54,4.85,,
2589,4.74,4.83,4.73,4.9,4.95,4.98,4.67,,
2590,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2591,4.97,4.98,4.96,4.99,4.98,4.88,4.98,100.0,100.0
2592,4.83,4.75,4.08,4.92,4.83,4.75,4.83,,
2593,,,,,,,,,
2594,4.5,4.75,4.75,4.5,5.0,4.75,4.5,100.0,59.0
2595,4.8,5.0,5.0,5.0,5.0,4.6,4.8,,
2596,4.6,4.8,4.6,5.0,4.8,5.0,4.6,,
2597,,,,,,,,,
2598,4.69,4.67,4.44,4.89,4.92,4.85,4.58,100.0,64.0
2599,4.6,4.8,4.2,4.6,5.0,4.4,4.4,,
2600,4.74,4.88,4.91,4.86,4.83,4.86,4.7,100.0,100.0
2601,,,,,,,,,
2602,4.75,4.83,4.75,4.75,4.75,4.92,4.75,,
2603,4.78,4.67,4.28,4.94,4.94,4.94,4.78,100.0,70.0
2604,4.59,4.72,4.62,4.93,4.93,4.79,4.55,,100.0
2605,5.0,4.92,5.0,4.92,4.92,5.0,4.83,,
2606,4.89,4.95,4.95,5.0,5.0,5.0,4.84,100.0,100.0
2607,4.57,4.79,4.64,5.0,4.93,5.0,4.36,0.0,0.0
2608,4.75,5.0,5.0,4.75,5.0,4.75,4.75,,
2609,5.0,5.0,5.0,5.0,5.0,5.0,4.33,,
2610,5.0,5.0,4.83,5.0,5.0,5.0,5.0,,
2611,4.5,5.0,5.0,5.0,5.0,5.0,5.0,,
2612,3.67,3.67,3.33,4.0,3.33,3.33,3.67,,
2613,4.64,4.75,4.68,4.83,4.92,4.88,4.51,83.0,100.0
2614,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,
2615,4.75,4.83,4.92,5.0,5.0,5.0,4.67,,
2616,4.96,4.94,5.0,4.99,4.97,4.45,4.86,100.0,92.0
2617,5.0,5.0,5.0,5.0,5.0,5.0,4.83,100.0,83.0
2618,4.86,4.86,4.71,4.86,5.0,5.0,5.0,,
2619,4.56,4.56,4.56,5.0,4.89,5.0,4.33,55.0,31.0
2620,4.91,4.88,4.79,4.88,4.85,4.94,4.64,0.0,0.0
2621,4.8,4.8,4.6,5.0,5.0,5.0,4.6,,
2622,4.77,4.81,4.5,4.95,4.98,4.79,4.64,60.0,50.0
2623,,,,,,,,,
2624,,,,,,,,,
2625,4.57,4.72,4.64,4.87,4.83,4.16,4.6,100.0,99.0
2626,4.9,4.9,4.89,4.98,5.0,4.69,4.81,100.0,100.0
2627,4.77,4.8,4.77,4.82,4.85,4.58,4.66,100.0,100.0
2628,4.74,4.71,4.62,4.88,4.9,4.74,4.6,,100.0
2629,4.24,4.42,4.37,4.66,4.76,3.94,4.41,80.0,0.0
2630,4.44,4.7,4.37,4.74,4.73,4.66,4.6,100.0,76.0
2631,5.0,5.0,4.75,5.0,5.0,5.0,5.0,,
2632,,,,,,,,,0.0
2633,4.0,5.0,3.0,5.0,5.0,4.5,4.0,,
2634,4.78,4.89,4.44,4.67,4.78,4.33,4.89,,
2635,4.83,4.84,4.67,4.92,4.9,4.83,4.72,100.0,94.0
2636,4.93,4.93,4.91,4.98,4.97,4.72,4.9,90.0,71.0
2637,4.82,4.94,4.65,4.96,4.94,4.76,4.81,100.0,97.0
2638,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,
2639,,,,,,,,,
2640,4.44,4.78,4.56,5.0,4.89,5.0,4.56,0.0,0.0
2641,4.71,4.79,4.43,4.57,4.86,4.93,4.57,100.0,94.0
2642,4.76,4.71,4.65,4.82,4.88,4.94,4.47,96.0,91.0
2643,4.91,4.89,4.96,4.94,4.98,4.9,4.74,100.0,82.0
2644,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2645,4.72,4.61,4.47,4.95,4.91,4.72,4.72,14.0,33.0
2646,4.39,4.54,4.03,4.46,4.51,4.47,4.31,,
2647,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
2648,4.5,5.0,4.25,5.0,5.0,4.75,4.5,,
2649,4.67,5.0,4.78,4.56,4.78,4.67,4.78,100.0,67.0
2650,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,88.0
2651,4.75,4.93,4.91,4.89,4.77,4.89,4.8,,
2652,4.29,4.67,4.83,4.83,4.67,4.67,4.0,,
2653,4.8,5.0,4.8,4.8,4.9,5.0,4.7,,
2654,4.94,4.94,5.0,4.89,5.0,4.89,4.72,90.0,99.0
2655,4.51,4.66,4.32,4.83,4.83,4.76,4.76,90.0,65.0
2656,4.5,4.5,2.75,5.0,5.0,5.0,4.67,,
2657,,,,,,,,,
2658,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0
2659,4.71,4.94,4.81,4.88,4.88,4.88,4.56,,
2660,,,,,,,,,
2661,4.81,4.86,5.0,5.0,4.86,4.89,4.66,,
2662,4.94,4.99,4.97,4.98,4.97,4.98,4.92,100.0,100.0
2663,4.66,4.84,4.84,4.94,4.77,4.65,4.68,,
2664,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2665,,,,,,,,,
2666,,,,,,,,,
2667,4.88,4.81,4.69,4.88,5.0,4.69,4.81,100.0,22.0
2668,4.91,4.85,4.76,4.91,4.97,4.91,4.88,,50.0
2669,,,,,,,,,
2670,4.92,4.88,5.0,4.83,4.83,4.63,4.92,,
2671,4.0,4.33,4.0,4.33,4.0,4.0,4.67,,
2672,,,,,,,,,
2673,4.52,4.77,4.05,4.64,4.77,4.59,4.59,0.0,0.0
2674,4.75,4.73,4.7,4.86,4.9,4.23,4.7,50.0,100.0
2675,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,
2676,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2677,4.83,4.5,4.83,4.5,4.67,4.83,4.67,,
2678,4.89,4.93,4.91,4.93,4.94,4.5,4.82,100.0,89.0
2679,,,,,,,,,
