,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_response_rate,host_acceptance_rate,transformed_review_scores_rating,transformed_review_scores_accuracy,transformed_review_scores_cleanliness,transformed_review_scores_checkin,transformed_review_scores_communication,transformed_review_scores_location,transformed_review_scores_value
1470,4.64,4.82,4.82,4.73,4.91,4.73,4.73,,,-1.0188773206492552,-1.709258247716313,-1.709258247716313,-1.3056364581024378,-2.3968957724652884,-1.3056364581024378,-1.3056364581024378
1471,4.6,4.4,3.4,5.0,4.2,5.0,4.8,,,-0.9137938516755669,-0.50916034444693,0.4706284340145776,-6.907755278982137,-0.22189433191377805,-6.907755278982137,-1.6044503709230604
1472,4.67,5.0,4.67,5.0,5.0,5.0,5.0,100.0,96.0,-1.105636903605074,-6.907755278982137,-1.105636903605074,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1473,4.68,4.81,4.71,4.84,4.9,4.71,4.42,100.0,94.0,-1.1363141558521204,-1.6554818509355052,-1.2344320118106444,-1.8263509139976732,-2.292634762140881,-1.2344320118106444,-0.5430045221302257
1474,4.54,4.62,4.46,4.57,4.65,4.78,4.62,100.0,94.0,-0.7743572359854886,-0.9649559038554364,-0.6143360001356555,-0.84164718887839,-1.0469690555162723,-1.5095925774643855,-0.9649559038554364
1475,4.67,4.82,4.77,4.8,4.88,4.86,4.66,,0.0,-1.105636903605074,-1.709258247716313,-1.4653375684603416,-1.6044503709230604,-2.111964733385395,-1.958995388603971,-1.0758728016986208
1476,4.76,4.83,4.76,4.86,4.86,4.76,4.79,67.0,83.0,-1.4229583454914811,-1.7660917224794777,-1.4229583454914811,-1.958995388603971,-1.958995388603971,-1.4229583454914811,-1.5558971455060706
1477,4.63,4.86,4.47,4.77,4.86,4.67,4.67,100.0,96.0,-0.9915532163747016,-1.958995388603971,-0.6329932577401978,-1.4653375684603416,-1.958995388603971,-1.105636903605074,-1.105636903605074
1478,4.68,4.77,4.61,4.69,4.78,4.68,4.74,100.0,96.0,-1.1363141558521204,-1.4653375684603416,-0.9390477189967721,-1.1679623668029042,-1.5095925774643855,-1.1363141558521204,-1.3432348716594444
1479,5.0,5.0,5.0,5.0,5.0,4.82,5.0,100.0,0.0,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.709258247716313,-6.907755278982137
1480,4.94,4.96,4.9,4.96,4.98,4.84,4.9,100.0,44.0,-2.796881414808832,-3.1941832122778284,-2.292634762140881,-3.1941832122778284,-3.8632328412587342,-1.8263509139976732,-2.292634762140881
1481,5.0,5.0,4.67,5.0,5.0,5.0,4.67,20.0,38.0,-6.907755278982137,-6.907755278982137,-1.105636903605074,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.105636903605074
1482,5.0,5.0,5.0,5.0,5.0,4.88,4.88,94.0,2.0,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-2.111964733385395,-2.111964733385395
1483,,,,,,,,,,,,,,,,
1484,5.0,4.88,4.94,4.94,4.88,5.0,4.88,70.0,44.0,-6.907755278982137,-2.111964733385395,-2.796881414808832,-2.796881414808832,-2.111964733385395,-6.907755278982137,-2.111964733385395
1485,5.0,5.0,4.67,5.0,5.0,4.67,5.0,,,-6.907755278982137,-6.907755278982137,-1.105636903605074,-6.907755278982137,-6.907755278982137,-1.105636903605074,-6.907755278982137
1486,4.27,4.51,4.13,4.72,4.63,4.46,4.44,88.0,100.0,-0.313341819232358,-0.711311151187616,-0.13811330212963413,-1.2694006096483903,-0.9915532163747016,-0.6143360001356555,-0.5780343734594414
1487,,,,,,,,,,,,,,,,
1488,4.75,4.82,4.73,4.55,4.82,5.0,4.73,,0.0,-1.3823023398503531,-1.709258247716313,-1.3056364581024378,-0.7962879394794583,-1.709258247716313,-6.907755278982137,-1.3056364581024378
1489,4.8,4.95,4.8,4.5,4.9,4.8,4.75,100.0,11.0,-1.6044503709230604,-2.9759296462578146,-1.6044503709230604,-0.6911491778972723,-2.292634762140881,-1.6044503709230604,-1.3823023398503531
1490,4.89,4.94,4.9,4.98,4.99,4.73,4.9,100.0,94.0,-2.1982250776698002,-2.796881414808832,-2.292634762140881,-3.8632328412587342,-4.509860006183786,-1.3056364581024378,-2.292634762140881
1491,4.35,4.53,4.51,4.53,4.58,4.8,4.29,100.0,92.0,-0.42924563677356725,-0.7528971849657198,-0.711311151187616,-0.7528971849657198,-0.8651224452997558,-1.6044503709230604,-0.3410828491788962
1492,4.6,4.59,4.28,4.86,4.86,5.0,4.72,100.0,67.0,-0.9137938516755669,-0.8891620644859021,-0.32711614169718833,-1.958995388603971,-1.958995388603971,-6.907755278982137,-1.2694006096483903
1493,4.65,4.75,4.77,4.86,4.85,4.76,4.61,100.0,67.0,-1.0469690555162723,-1.3823023398503531,-1.4653375684603416,-1.958995388603971,-1.8904754421672103,-1.4229583454914811,-0.9390477189967721
1494,4.79,4.85,4.64,4.94,4.95,4.96,4.64,100.0,97.0,-1.5558971455060706,-1.8904754421672103,-1.0188773206492552,-2.796881414808832,-2.9759296462578146,-3.1941832122778284,-1.0188773206492552
1495,4.79,4.88,4.8,4.92,4.93,4.41,4.81,100.0,75.0,-1.5558971455060706,-2.111964733385395,-1.6044503709230604,-2.5133061243096972,-2.645075401940818,-0.5259392615760391,-1.6554818509355052
1496,4.81,4.75,4.81,5.0,4.88,4.75,4.88,,,-1.6554818509355052,-1.3823023398503531,-1.6554818509355052,-6.907755278982137,-2.111964733385395,-1.3823023398503531,-2.111964733385395
1497,4.77,4.85,4.82,4.91,4.9,4.96,4.76,100.0,100.0,-1.4653375684603416,-1.8904754421672103,-1.709258247716313,-2.3968957724652884,-2.292634762140881,-3.1941832122778284,-1.4229583454914811
1498,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1499,4.88,4.94,4.85,4.98,4.98,4.97,4.87,100.0,81.0,-2.111964733385395,-2.796881414808832,-1.8904754421672103,-3.8632328412587342,-3.8632328412587342,-3.4737680744969825,-2.0325579557809865
1500,4.77,4.8,4.9,4.87,4.97,4.55,4.67,100.0,100.0,-1.4653375684603416,-1.6044503709230604,-2.292634762140881,-2.0325579557809865,-3.4737680744969825,-0.7962879394794583,-1.105636903605074
1501,5.0,5.0,4.83,4.83,5.0,4.5,4.67,90.0,99.0,-6.907755278982137,-6.907755278982137,-1.7660917224794777,-1.7660917224794777,-6.907755278982137,-0.6911491778972723,-1.105636903605074
1502,4.7,4.73,4.92,4.97,5.0,4.57,4.57,100.0,86.0,-1.2006450142332619,-1.3056364581024378,-2.5133061243096972,-3.4737680744969825,-6.907755278982137,-0.84164718887839,-0.84164718887839
1503,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1504,4.5,5.0,5.0,5.0,5.0,4.5,4.5,,,-0.6911491778972723,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-0.6911491778972723,-0.6911491778972723
1505,4.55,4.44,4.05,4.67,4.65,4.28,4.67,100.0,80.0,-0.7962879394794583,-0.5780343734594414,-0.05024121643674656,-1.105636903605074,-1.0469690555162723,-0.32711614169718833,-1.105636903605074
1506,4.91,4.91,5.0,4.91,4.82,5.0,5.0,100.0,54.0,-2.3968957724652884,-2.3968957724652884,-6.907755278982137,-2.3968957724652884,-1.709258247716313,-6.907755278982137,-6.907755278982137
1507,5.0,5.0,5.0,5.0,5.0,4.33,4.67,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-0.39898614201045535,-1.105636903605074
1508,4.42,4.62,4.19,4.6,4.72,4.36,4.52,100.0,80.0,-0.5430045221302257,-0.9649559038554364,-0.2094872248667246,-0.9137938516755669,-1.2694006096483903,-0.4447258220614675,-0.731888008876375
1509,4.84,4.77,4.82,4.96,4.91,4.95,4.72,,,-1.8263509139976732,-1.4653375684603416,-1.709258247716313,-3.1941832122778284,-2.3968957724652884,-2.9759296462578146,-1.2694006096483903
1510,4.46,4.38,3.85,4.78,4.65,4.16,4.42,100.0,80.0,-0.6143360001356555,-0.4764241970486581,0.14063112973974543,-1.5095925774643855,-1.0469690555162723,-0.17316361900918917,-0.5430045221302257
1511,4.0,4.11,3.69,4.36,4.5,4.0,4.06,100.0,80.0,0.0009995003330834232,-0.1154108515113281,0.27079020478156274,-0.4447258220614675,-0.6911491778972723,0.0009995003330834232,-0.060812139396757
1512,4.67,4.77,4.19,4.8,4.9,4.57,4.62,,,-1.105636903605074,-1.4653375684603416,-0.2094872248667246,-1.6044503709230604,-2.292634762140881,-0.84164718887839,-0.9649559038554364
1513,4.36,4.59,4.76,4.95,4.91,4.36,4.5,0.0,0.0,-0.4447258220614675,-0.8891620644859021,-1.4229583454914811,-2.9759296462578146,-2.3968957724652884,-0.4447258220614675,-0.6911491778972723
1514,5.0,5.0,5.0,5.0,5.0,4.0,4.5,0.0,0.0,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,0.0009995003330834232,-0.6911491778972723
1515,,,,,,,,,,,,,,,,
1516,4.9,5.0,5.0,5.0,5.0,4.7,4.8,,,-2.292634762140881,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.2006450142332619,-1.6044503709230604
1517,4.78,4.81,4.81,4.83,4.82,4.96,4.77,98.0,47.0,-1.5095925774643855,-1.6554818509355052,-1.6554818509355052,-1.7660917224794777,-1.709258247716313,-3.1941832122778284,-1.4653375684603416
1518,5.0,5.0,4.89,5.0,5.0,4.89,5.0,100.0,100.0,-6.907755278982137,-6.907755278982137,-2.1982250776698002,-6.907755278982137,-6.907755278982137,-2.1982250776698002,-6.907755278982137
1519,4.71,4.91,4.91,5.0,4.77,4.96,4.48,100.0,,-1.2344320118106444,-2.3968957724652884,-2.3968957724652884,-6.907755278982137,-1.4653375684603416,-3.1941832122778284,-0.6520052372287709
1520,,,,,,,,100.0,0.0,,,,,,,
1521,4.75,4.75,4.75,5.0,5.0,5.0,5.0,,,-1.3823023398503531,-1.3823023398503531,-1.3823023398503531,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1522,4.95,4.95,4.81,4.95,4.95,4.9,4.86,100.0,,-2.9759296462578146,-2.9759296462578146,-1.6554818509355052,-2.9759296462578146,-2.9759296462578146,-2.292634762140881,-1.958995388603971
1523,4.86,4.71,5.0,5.0,5.0,4.67,4.83,,,-1.958995388603971,-1.2344320118106444,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.105636903605074,-1.7660917224794777
1524,5.0,5.0,5.0,4.67,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.105636903605074,-6.907755278982137,-6.907755278982137,-6.907755278982137
1525,4.96,4.96,4.96,4.98,5.0,4.87,4.91,100.0,73.0,-3.1941832122778284,-3.1941832122778284,-3.1941832122778284,-3.8632328412587342,-6.907755278982137,-2.0325579557809865,-2.3968957724652884
1526,4.72,4.73,4.71,4.93,4.86,4.66,4.7,100.0,100.0,-1.2694006096483903,-1.3056364581024378,-1.2344320118106444,-2.645075401940818,-1.958995388603971,-1.0758728016986208,-1.2006450142332619
1527,,,,,,,,,,,,,,,,
1528,4.92,4.92,4.8,4.95,4.95,4.94,4.86,100.0,97.0,-2.5133061243096972,-2.5133061243096972,-1.6044503709230604,-2.9759296462578146,-2.9759296462578146,-2.796881414808832,-1.958995388603971
1529,4.5,5.0,4.75,4.75,4.5,4.5,4.5,,0.0,-0.6911491778972723,-6.907755278982137,-1.3823023398503531,-1.3823023398503531,-0.6911491778972723,-0.6911491778972723,-0.6911491778972723
1530,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1531,4.86,4.9,4.76,4.97,4.96,4.86,4.86,,100.0,-1.958995388603971,-2.292634762140881,-1.4229583454914811,-3.4737680744969825,-3.1941832122778284,-1.958995388603971,-1.958995388603971
1532,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1533,4.71,4.84,4.57,4.9,4.86,4.29,4.67,0.0,0.0,-1.2344320118106444,-1.8263509139976732,-0.84164718887839,-2.292634762140881,-1.958995388603971,-0.3410828491788962,-1.105636903605074
1534,4.59,4.72,4.28,4.69,4.68,4.82,4.64,50.0,0.0,-0.8891620644859021,-1.2694006096483903,-0.32711614169718833,-1.1679623668029042,-1.1363141558521204,-1.709258247716313,-1.0188773206492552
1535,4.0,4.0,3.0,5.0,5.0,3.0,3.0,,,0.0009995003330834232,0.0009995003330834232,0.6936470556015963,-6.907755278982137,-6.907755278982137,0.6936470556015963,0.6936470556015963
1536,4.06,4.37,3.82,4.62,4.55,4.42,4.23,100.0,80.0,-0.060812139396757,-0.4604494164409241,0.16636153721522529,-0.9649559038554364,-0.7962879394794583,-0.5430045221302257,-0.2600669054188081
1537,4.6,4.7,4.57,4.7,4.9,4.1,4.57,100.0,60.0,-0.9137938516755669,-1.2006450142332619,-0.84164718887839,-1.2006450142332619,-2.292634762140881,-0.10425002137379874,-0.84164718887839
1538,4.9,4.99,4.93,4.87,4.92,4.8,4.86,100.0,17.0,-2.292634762140881,-4.509860006183786,-2.645075401940818,-2.0325579557809865,-2.5133061243096972,-1.6044503709230604,-1.958995388603971
1539,4.59,4.76,4.59,4.82,4.79,4.49,4.63,100.0,100.0,-0.8891620644859021,-1.4229583454914811,-0.8891620644859021,-1.709258247716313,-1.5558971455060706,-0.6713856887784331,-0.9915532163747016
1540,4.68,4.77,4.7,4.89,4.81,4.8,4.72,100.0,79.0,-1.1363141558521204,-1.4653375684603416,-1.2006450142332619,-2.1982250776698002,-1.6554818509355052,-1.6044503709230604,-1.2694006096483903
1541,4.8,4.81,4.74,4.9,4.89,4.42,4.75,67.0,78.0,-1.6044503709230604,-1.6554818509355052,-1.3432348716594444,-2.292634762140881,-2.1982250776698002,-0.5430045221302257,-1.3823023398503531
1542,4.7,4.9,4.2,5.0,5.0,5.0,4.8,100.0,80.0,-1.2006450142332619,-2.292634762140881,-0.22189433191377805,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.6044503709230604
1543,4.77,4.97,4.61,4.87,4.87,4.45,4.77,,75.0,-1.4653375684603416,-3.4737680744969825,-0.9390477189967721,-2.0325579557809865,-2.0325579557809865,-0.5960204698292229,-1.4653375684603416
1544,3.83,4.17,3.5,4.67,5.0,4.83,3.33,0.0,11.0,0.15785808461558012,-0.18512548412668878,0.40613155265132483,-1.105636903605074,-6.907755278982137,-1.7660917224794777,0.5134222496132566
1545,4.69,4.63,4.37,4.93,4.93,4.93,4.78,50.0,0.0,-1.1679623668029042,-0.9915532163747016,-0.4604494164409241,-2.645075401940818,-2.645075401940818,-2.645075401940818,-1.5095925774643855
1546,4.47,4.76,4.74,4.73,4.72,4.63,4.49,,,-0.6329932577401978,-1.4229583454914811,-1.3432348716594444,-1.3056364581024378,-1.2694006096483903,-0.9915532163747016,-0.6713856887784331
1547,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1548,4.63,4.76,4.34,4.86,4.87,4.29,4.68,100.0,0.0,-0.9915532163747016,-1.4229583454914811,-0.41400143913045057,-1.958995388603971,-2.0325579557809865,-0.3410828491788962,-1.1363141558521204
1549,5.0,4.92,4.92,5.0,4.85,4.62,4.77,30.0,0.0,-6.907755278982137,-2.5133061243096972,-2.5133061243096972,-6.907755278982137,-1.8904754421672103,-0.9649559038554364,-1.4653375684603416
1550,4.17,4.3,4.11,4.7,4.43,4.7,4.26,100.0,94.0,-0.18512548412668878,-0.35524739194754673,-0.1154108515113281,-1.2006450142332619,-0.5603660693261263,-1.2006450142332619,-0.29975465368604987
1551,4.47,4.57,4.25,4.73,4.82,4.37,4.43,90.0,100.0,-0.6329932577401978,-0.84164718887839,-0.28634962721800233,-1.3056364581024378,-1.709258247716313,-0.4604494164409241,-0.5603660693261263
1552,4.61,4.6,4.4,4.63,4.62,4.69,4.7,100.0,94.0,-0.9390477189967721,-0.9137938516755669,-0.50916034444693,-0.9915532163747016,-0.9649559038554364,-1.1679623668029042,-1.2006450142332619
1553,4.0,4.0,3.0,4.0,4.0,5.0,4.0,,,0.0009995003330834232,0.0009995003330834232,0.6936470556015963,0.0009995003330834232,0.0009995003330834232,-6.907755278982137,0.0009995003330834232
1554,4.71,4.82,4.41,4.82,4.82,4.94,4.71,,,-1.2344320118106444,-1.709258247716313,-0.5259392615760391,-1.709258247716313,-1.709258247716313,-2.796881414808832,-1.2344320118106444
1555,4.87,4.96,4.91,5.0,5.0,4.77,4.87,100.0,88.0,-2.0325579557809865,-3.1941832122778284,-2.3968957724652884,-6.907755278982137,-6.907755278982137,-1.4653375684603416,-2.0325579557809865
1556,4.33,4.27,3.6,4.73,5.0,4.13,4.27,,,-0.39898614201045535,-0.313341819232358,0.3371862673548698,-1.3056364581024378,-6.907755278982137,-0.13811330212963413,-0.313341819232358
1557,4.85,5.0,4.77,5.0,4.92,4.92,4.69,100.0,0.0,-1.8904754421672103,-6.907755278982137,-1.4653375684603416,-6.907755278982137,-2.5133061243096972,-2.5133061243096972,-1.1679623668029042
1558,4.8,4.78,4.87,4.92,4.98,4.84,4.72,100.0,83.0,-1.6044503709230604,-1.5095925774643855,-2.0325579557809865,-2.5133061243096972,-3.8632328412587342,-1.8263509139976732,-1.2694006096483903
1559,4.8,4.67,4.33,5.0,5.0,5.0,4.67,,,-1.6044503709230604,-1.105636903605074,-0.39898614201045535,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.105636903605074
1560,4.4,4.8,4.4,4.8,5.0,5.0,4.4,100.0,0.0,-0.50916034444693,-1.6044503709230604,-0.50916034444693,-1.6044503709230604,-6.907755278982137,-6.907755278982137,-0.50916034444693
1561,4.66,4.8,4.69,4.8,4.73,4.87,4.6,100.0,50.0,-1.0758728016986208,-1.6044503709230604,-1.1679623668029042,-1.6044503709230604,-1.3056364581024378,-2.0325579557809865,-0.9137938516755669
1562,4.86,4.92,4.82,4.98,4.98,4.67,4.79,100.0,,-1.958995388603971,-2.5133061243096972,-1.709258247716313,-3.8632328412587342,-3.8632328412587342,-1.105636903605074,-1.5558971455060706
1563,4.31,4.35,4.07,4.79,4.7,4.26,4.26,100.0,100.0,-0.3696154552144666,-0.42924563677356725,-0.07149600170507028,-1.5558971455060706,-1.2006450142332619,-0.29975465368604987,-0.29975465368604987
1564,4.66,4.67,4.61,4.77,4.79,4.63,4.53,91.0,11.0,-1.0758728016986208,-1.105636903605074,-0.9390477189967721,-1.4653375684603416,-1.5558971455060706,-0.9915532163747016,-0.7528971849657198
1565,4.5,4.75,4.0,5.0,5.0,4.75,4.5,,,-0.6911491778972723,-1.3823023398503531,0.0009995003330834232,-6.907755278982137,-6.907755278982137,-1.3823023398503531,-0.6911491778972723
1566,4.67,5.0,5.0,5.0,5.0,3.67,4.67,,,-1.105636903605074,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,0.2859305394129745,-1.105636903605074
1567,4.79,4.87,4.73,4.93,4.93,4.8,4.53,100.0,83.0,-1.5558971455060706,-2.0325579557809865,-1.3056364581024378,-2.645075401940818,-2.645075401940818,-1.6044503709230604,-0.7528971849657198
1568,1.0,1.0,1.0,2.0,1.0,1.0,1.0,92.0,96.0,1.3865443298750981,1.3865443298750981,1.3865443298750981,1.09894556645823,1.3865443298750981,1.3865443298750981,1.3865443298750981
1569,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-0.6911491778972723,-6.907755278982137
1570,4.56,4.66,4.76,4.89,4.97,4.95,4.65,100.0,0.0,-0.8187104035352901,-1.0758728016986208,-1.4229583454914811,-2.1982250776698002,-3.4737680744969825,-2.9759296462578146,-1.0469690555162723
1571,4.67,4.83,4.43,4.65,4.66,4.7,4.75,100.0,86.0,-1.105636903605074,-1.7660917224794777,-0.5603660693261263,-1.0469690555162723,-1.0758728016986208,-1.2006450142332619,-1.3823023398503531
1572,4.69,4.75,4.6,4.86,4.93,4.94,4.44,100.0,100.0,-1.1679623668029042,-1.3823023398503531,-0.9137938516755669,-1.958995388603971,-2.645075401940818,-2.796881414808832,-0.5780343734594414
1573,4.74,4.91,4.81,4.88,4.89,4.94,4.7,100.0,100.0,-1.3432348716594444,-2.3968957724652884,-1.6554818509355052,-2.111964733385395,-2.1982250776698002,-2.796881414808832,-1.2006450142332619
1574,4.24,4.32,4.57,4.66,4.64,4.38,4.19,100.0,40.0,-0.27312192112045147,-0.3841929728326251,-0.84164718887839,-1.0758728016986208,-1.0188773206492552,-0.4764241970486581,-0.2094872248667246
1575,4.5,4.71,4.57,5.0,4.57,4.71,4.71,67.0,63.0,-0.6911491778972723,-1.2344320118106444,-0.84164718887839,-6.907755278982137,-0.84164718887839,-1.2344320118106444,-1.2344320118106444
1576,4.57,4.75,4.74,4.84,4.86,4.53,4.59,,,-0.84164718887839,-1.3823023398503531,-1.3432348716594444,-1.8263509139976732,-1.958995388603971,-0.7528971849657198,-0.8891620644859021
1577,4.97,4.94,4.61,4.97,5.0,4.97,4.78,100.0,42.0,-3.4737680744969825,-2.796881414808832,-0.9390477189967721,-3.4737680744969825,-6.907755278982137,-3.4737680744969825,-1.5095925774643855
1578,4.5,4.58,4.36,4.85,4.9,4.87,4.54,,0.0,-0.6911491778972723,-0.8651224452997558,-0.4447258220614675,-1.8904754421672103,-2.292634762140881,-2.0325579557809865,-0.7743572359854886
1579,5.0,5.0,4.22,5.0,5.0,4.89,5.0,,,-6.907755278982137,-6.907755278982137,-0.24718012914245077,-6.907755278982137,-6.907755278982137,-2.1982250776698002,-6.907755278982137
1580,4.68,4.88,4.69,4.88,4.85,4.82,4.53,40.0,48.0,-1.1363141558521204,-2.111964733385395,-1.1679623668029042,-2.111964733385395,-1.8904754421672103,-1.709258247716313,-0.7528971849657198
1581,4.81,4.79,4.7,4.87,4.87,4.81,4.7,,,-1.6554818509355052,-1.5558971455060706,-1.2006450142332619,-2.0325579557809865,-2.0325579557809865,-1.6554818509355052,-1.2006450142332619
1582,4.79,4.89,4.79,4.89,5.0,5.0,4.5,100.0,43.0,-1.5558971455060706,-2.1982250776698002,-1.5558971455060706,-2.1982250776698002,-6.907755278982137,-6.907755278982137,-0.6911491778972723
1583,4.83,4.94,4.54,4.99,4.99,4.81,4.8,100.0,87.0,-1.7660917224794777,-2.796881414808832,-0.7743572359854886,-4.509860006183786,-4.509860006183786,-1.6554818509355052,-1.6044503709230604
1584,4.84,4.81,4.65,4.91,4.95,4.83,4.83,14.0,0.0,-1.8263509139976732,-1.6554818509355052,-1.0469690555162723,-2.3968957724652884,-2.9759296462578146,-1.7660917224794777,-1.7660917224794777
1585,4.87,4.93,4.77,4.94,4.92,4.86,4.8,100.0,100.0,-2.0325579557809865,-2.645075401940818,-1.4653375684603416,-2.796881414808832,-2.5133061243096972,-1.958995388603971,-1.6044503709230604
1586,4.5,5.0,4.5,5.0,4.5,5.0,5.0,,,-0.6911491778972723,-6.907755278982137,-0.6911491778972723,-6.907755278982137,-0.6911491778972723,-6.907755278982137,-6.907755278982137
1587,4.89,4.89,4.88,4.99,4.99,4.58,4.82,100.0,82.0,-2.1982250776698002,-2.1982250776698002,-2.111964733385395,-4.509860006183786,-4.509860006183786,-0.8651224452997558,-1.709258247716313
1588,,,,,,,,,,,,,,,,
1589,4.0,4.28,3.41,4.1,4.17,4.2,4.1,,,0.0009995003330834232,-0.32711614169718833,0.46436274935564964,-0.10425002137379874,-0.18512548412668878,-0.22189433191377805,-0.10425002137379874
1590,4.68,4.6,4.68,4.85,4.87,4.64,4.63,90.0,83.0,-1.1363141558521204,-0.9137938516755669,-1.1363141558521204,-1.8904754421672103,-2.0325579557809865,-1.0188773206492552,-0.9915532163747016
1591,0.0,,,,,,,,,1.6096378924367667,,,,,,
1592,4.62,4.81,4.74,4.82,4.74,4.48,4.57,88.0,67.0,-0.9649559038554364,-1.6554818509355052,-1.3432348716594444,-1.709258247716313,-1.3432348716594444,-0.6520052372287709,-0.84164718887839
1593,4.74,4.85,4.63,4.78,4.85,4.59,4.7,,,-1.3432348716594444,-1.8904754421672103,-0.9915532163747016,-1.5095925774643855,-1.8904754421672103,-0.8891620644859021,-1.2006450142332619
1594,5.0,4.0,4.0,5.0,5.0,4.0,4.0,100.0,100.0,-6.907755278982137,0.0009995003330834232,0.0009995003330834232,-6.907755278982137,-6.907755278982137,0.0009995003330834232,0.0009995003330834232
1595,4.7,4.8,4.77,4.88,4.73,4.56,4.6,,,-1.2006450142332619,-1.6044503709230604,-1.4653375684603416,-2.111964733385395,-1.3056364581024378,-0.8187104035352901,-0.9137938516755669
1596,4.73,4.88,4.67,4.88,4.88,4.94,4.68,0.0,0.0,-1.3056364581024378,-2.111964733385395,-1.105636903605074,-2.111964733385395,-2.111964733385395,-2.796881414808832,-1.1363141558521204
1597,4.8,4.9,4.3,4.9,4.9,4.9,4.7,,,-1.6044503709230604,-2.292634762140881,-0.35524739194754673,-2.292634762140881,-2.292634762140881,-2.292634762140881,-1.2006450142332619
1598,4.95,4.96,4.93,4.96,4.95,4.99,4.93,100.0,96.0,-2.9759296462578146,-3.1941832122778284,-2.645075401940818,-3.1941832122778284,-2.9759296462578146,-4.509860006183786,-2.645075401940818
1599,4.33,4.67,4.0,4.67,5.0,4.67,5.0,,,-0.39898614201045535,-1.105636903605074,0.0009995003330834232,-1.105636903605074,-6.907755278982137,-1.105636903605074,-6.907755278982137
1600,,,,,,,,0.0,0.0,,,,,,,
1601,4.6,4.79,4.71,5.0,4.57,4.57,4.5,71.0,90.0,-0.9137938516755669,-1.5558971455060706,-1.2344320118106444,-6.907755278982137,-0.84164718887839,-0.84164718887839,-0.6911491778972723
1602,4.7,4.77,4.39,4.94,4.94,4.63,4.57,100.0,100.0,-1.2006450142332619,-1.4653375684603416,-0.4926583198105412,-2.796881414808832,-2.796881414808832,-0.9915532163747016,-0.84164718887839
1603,4.69,4.68,4.52,4.85,4.88,4.62,4.68,100.0,98.0,-1.1679623668029042,-1.1363141558521204,-0.731888008876375,-1.8904754421672103,-2.111964733385395,-0.9649559038554364,-1.1363141558521204
1604,4.89,4.89,4.78,4.89,5.0,4.89,5.0,,,-2.1982250776698002,-2.1982250776698002,-1.5095925774643855,-2.1982250776698002,-6.907755278982137,-2.1982250776698002,-6.907755278982137
1605,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
1606,4.92,4.95,4.95,4.98,4.98,4.57,4.93,100.0,75.0,-2.5133061243096972,-2.9759296462578146,-2.9759296462578146,-3.8632328412587342,-3.8632328412587342,-0.84164718887839,-2.645075401940818
1607,4.65,4.65,4.62,4.86,4.89,4.27,4.59,,,-1.0469690555162723,-1.0469690555162723,-0.9649559038554364,-1.958995388603971,-2.1982250776698002,-0.313341819232358,-0.8891620644859021
1608,4.81,4.71,4.86,5.0,4.95,4.95,4.6,100.0,39.0,-1.6554818509355052,-1.2344320118106444,-1.958995388603971,-6.907755278982137,-2.9759296462578146,-2.9759296462578146,-0.9137938516755669
